accident_id,accident_date,location,severity
A000628,2024-09-22,East Abigail,Minor
A000629,2023-09-15,Shepardtown,Minor
A000630,2024-03-12,Wilcoxberg,Minor
A000631,2023-06-27,West Joeland,Moderate
A000632,2023-12-27,Gallowaytown,Moderate
A000633,2024-03-24,Georgehaven,Severe
A000634,2023-10-07,Kingbury,Minor
A000635,2024-06-22,Johnsonburgh,Severe
A000636,2024-10-13,South Angelaberg,Minor
A000637,2024-05-04,Lake Jessefurt,Minor
A000638,2024-04-26,Harmonside,Severe
A000639,2024-07-19,New Carlosland,Moderate
A000640,2024-09-18,Rodriguezshire,Severe
A000641,2023-03-19,Jenkinsberg,Minor
A000642,2024-10-18,South Angie,Minor
A000643,2023-05-29,New Isaacbury,Severe
A000644,2024-02-12,Jesseberg,Severe
A000645,2024-12-14,Port Phillip,Minor
A000646,2023-04-02,Cooperberg,Moderate
A000647,2024-06-10,Bakerberg,Minor
A000648,2024-07-05,Barajasport,Minor
A000649,2023-12-11,New Josephport,Minor
A000650,2023-09-16,Brendaville,Minor
A000651,2025-01-10,West Beverly,Minor
A000652,2024-09-29,North Jeffreychester,Moderate
A000653,2024-06-06,Hernandezview,Severe
A000654,2025-02-07,Pughborough,Severe
A000655,2024-03-23,Carterview,Minor
A000656,2024-06-02,Juliaview,Severe
A000657,2025-02-21,North Aaronshire,Minor
A000658,2024-02-09,North Miguelbury,Minor
A000659,2023-07-24,Hermanhaven,Minor
A000660,2024-04-25,New James,Moderate
A000661,2024-04-18,Loweshire,Minor
A000662,2024-06-26,East Elizabethshire,Severe
A000663,2024-04-18,Port Jodi,Severe
A000664,2023-04-15,South Grantton,Moderate
A000665,2024-03-29,Morrowville,Moderate
A000666,2024-07-22,Alexandriaville,Severe
A000667,2024-01-22,New Daniel,Minor
A000668,2024-03-07,Martinezbury,Moderate
A000669,2024-07-05,Kleinbury,Severe
A000670,2024-12-04,Nicholasland,Minor
A000671,2023-07-22,Port Aprilmouth,Severe
A000672,2023-07-23,Matthewfurt,Severe
A000673,2024-01-02,Courtneytown,Severe
A000674,2024-09-12,Port Tracybury,Moderate
A000675,2024-08-18,New Rebeccashire,Moderate
A000676,2023-11-21,Lopezbury,Severe
A000677,2023-10-24,New Brandon,Severe
A000678,2024-03-25,Lake Rhonda,Severe
A000679,2023-04-09,Lynchmouth,Moderate
A000680,2024-10-13,Wilsonbury,Moderate
A000681,2024-07-20,North Tyroneburgh,Minor
A000682,2024-09-05,New Jeffreybury,Severe
A000683,2023-06-13,Floresfort,Severe
A000684,2025-02-11,South Timothy,Severe
A000685,2024-01-15,Kevinport,Moderate
A000686,2024-09-29,Andrewsbury,Severe
A000687,2024-08-02,Browningtown,Minor
A000688,2024-07-07,West Erinbury,Moderate
A000689,2023-11-16,New Mariamouth,Minor
A000690,2025-01-18,Murphyfurt,Moderate
A000691,2023-12-19,Middletonview,Moderate
A000692,2023-08-20,Mitchellview,Minor
A000693,2023-07-01,Alexafurt,Moderate
A000694,2024-11-12,Robintown,Minor
A000695,2023-07-03,Port Kaitlyn,Severe
A000696,2023-07-15,New Samuelport,Moderate
A000697,2023-09-25,Alexanderburgh,Severe
A000698,2023-12-06,New Rebeccaburgh,Minor
A000699,2023-02-26,Greenville,Moderate
A000700,2024-10-03,Deborahside,Severe
A000701,2023-03-08,West Paul,Moderate
A000702,2023-10-10,Port Pedroside,Minor
A000703,2024-11-13,West Kaylee,Moderate
A000704,2023-09-08,North Thomasland,Minor
A000705,2023-11-24,South Jeanne,Moderate
A000706,2024-01-08,Thompsonchester,Minor
A000707,2023-09-04,West Donnaport,Moderate
A000708,2024-03-15,Crosbyborough,Minor
A000709,2024-08-27,East Amber,Moderate
A000710,2023-12-23,Shawnville,Minor
A000711,2024-01-05,Kylestad,Minor
A000712,2023-03-13,Turnerside,Moderate
A000713,2023-08-16,West Petertown,Severe
A000714,2024-04-18,New Stevenport,Minor
A000715,2025-02-22,Sandraport,Severe
A000716,2024-04-15,Lake Tammyburgh,Minor
A000717,2025-01-31,Port Matthew,Severe
A000718,2023-05-24,Jonestown,Severe
A000719,2023-07-26,Shieldsfort,Moderate
A000720,2024-09-19,Barrymouth,Minor
A000721,2024-07-30,Thomasborough,Moderate
A000722,2024-05-22,Nicolefurt,Minor
A000723,2023-07-07,North David,Severe
A000724,2024-07-03,Ericksontown,Severe
A000725,2023-08-14,West Jamieberg,Minor
A000726,2024-01-09,New Jamie,Minor
A000727,2024-02-05,Seanberg,Moderate
A000728,2024-02-24,Francisland,Minor
A000729,2023-05-15,Nicholsmouth,Minor
A000730,2024-05-02,West Michelleside,Moderate
A000731,2024-04-08,Port Shirley,Moderate
A000732,2024-11-21,Ronaldport,Moderate
A000733,2024-04-29,Christopherport,Moderate
A000734,2023-09-15,Port Michaelview,Moderate
A000735,2024-12-17,Foxbury,Severe
A000736,2024-11-21,New Timothyfurt,Minor
A000737,2024-07-13,South Donaldborough,Minor
A000738,2023-11-16,Johnsonville,Minor
A000739,2025-02-20,Lake Shelby,Moderate
A000740,2024-01-08,West Charles,Minor
A000741,2024-01-04,New Tony,Minor
A000742,2024-12-03,Anthonyfort,Severe
A000743,2023-05-28,Bartlettport,Moderate
A000744,2023-08-16,Jenniferland,Severe
A000745,2024-02-19,Lake Nathanfort,Minor
A000746,2024-11-07,South Coreybury,Moderate
A000747,2024-02-06,East Jenniferchester,Severe
A000748,2023-08-02,Brittanyberg,Minor
A000749,2023-12-27,South Heather,Minor
A000750,2023-08-05,New Maryhaven,Moderate
A000751,2023-07-10,North Seanfort,Moderate
A000752,2025-02-08,Lake Melissamouth,Severe
A000753,2023-04-18,Hunterfort,Minor
A000754,2023-06-11,Jennifertown,Minor
A000755,2023-06-01,Briannaport,Severe
A000756,2023-12-18,Dillonchester,Moderate
A000757,2024-11-26,New Brianmouth,Severe
A000758,2023-06-14,Miguelshire,Severe
A000759,2024-07-21,Edwardton,Moderate
A000760,2023-05-24,Millerbury,Moderate
A000761,2023-06-19,Kevinshire,Moderate
A000762,2023-08-11,Jerrychester,Moderate
A000763,2023-10-17,Hoffmanview,Severe
A000764,2023-10-15,Thompsonmouth,Minor
A000765,2024-12-08,Port Rachelton,Severe
A000766,2023-05-10,Lake Brian,Severe
A000767,2024-07-23,South Pamelaville,Severe
A000768,2023-11-30,South Coreyton,Severe
A000769,2023-11-11,Gaineschester,Moderate
A000770,2024-02-20,North Erin,Moderate
A000771,2024-10-03,Curtistown,Severe
A000772,2023-04-26,Velasquezside,Severe
A000773,2024-05-27,Tammyborough,Minor
A000774,2023-07-04,East Annafurt,Moderate
A000775,2023-02-25,Lake Thomasville,Moderate
A000776,2024-11-17,Laurenhaven,Moderate
A000777,2024-04-22,West Richard,Severe
A000778,2023-03-03,West Rebecca,Minor
A000779,2024-05-12,Keithland,Moderate
A000780,2024-11-29,West Amy,Severe
A000781,2024-02-19,Morganmouth,Minor
A000782,2023-08-22,Micheleville,Minor
A000783,2023-08-22,West Paul,Minor
A000784,2023-10-24,Jacksonhaven,Minor
A000785,2023-03-02,Timothyburgh,Minor
A000786,2024-10-07,Perezville,Moderate
A000787,2024-03-04,Jenniferfurt,Minor
A000788,2024-02-29,New Jason,Severe
A000789,2023-03-18,Port Ashley,Minor
A000790,2023-11-21,Parkerfort,Severe
A000791,2023-02-24,Port Alison,Minor
A000792,2024-05-12,Glenfort,Moderate
A000793,2023-05-23,South Katrinamouth,Moderate
A000794,2023-09-09,North Leslieberg,Severe
A000795,2024-11-22,Kiarachester,Minor
A000796,2024-01-20,Lake Samuel,Moderate
A000797,2023-09-13,East Amandaton,Moderate
A000798,2023-08-03,Jamesmouth,Severe
A000799,2023-03-02,Staceyton,Moderate
A000800,2025-02-22,Clarkport,Moderate
A000801,2024-04-30,Johnsonland,Moderate
A000802,2023-11-14,East Sue,Severe
A000803,2024-06-21,Jennaview,Minor
A000804,2023-09-28,Fernandoville,Severe
A000805,2023-08-07,New David,Moderate
A000806,2024-01-22,North Julie,Moderate
A000807,2024-04-15,Coreytown,Severe
A000808,2023-06-20,Sotoville,Minor
A000809,2024-08-02,Port Sherrytown,Minor
A000810,2023-05-04,West Josephtown,Severe
A000811,2024-02-21,Wendyburgh,Severe
A000812,2025-01-22,Garzatown,Minor
A000813,2023-12-08,West Karenmouth,Severe
A000814,2024-10-26,Burnettside,Severe
A000815,2023-03-12,Sarahburgh,Severe
A000816,2023-04-27,New Adrianborough,Minor
A000817,2023-07-14,East Thomasbury,Severe
A000818,2024-04-14,East Derek,Severe
A000819,2023-05-28,Mckenziebury,Moderate
A000820,2023-10-06,South Stevenport,Severe
A000821,2024-04-05,North Courtney,Moderate
A000822,2024-07-14,Rojasmouth,Minor
A000823,2023-09-24,East Annehaven,Moderate
A000824,2024-01-14,Serranochester,Moderate
A000825,2023-06-07,East Daniel,Moderate
A000826,2024-07-17,Markfurt,Minor
A000827,2023-09-19,Port Sydneyside,Moderate
A000828,2024-05-19,Sanchezland,Minor
A000829,2023-03-13,East James,Moderate
A000830,2025-01-22,Barkershire,Severe
A000831,2024-09-28,New Dennischester,Severe
A000832,2024-05-27,Lake Laurenfort,Severe
A000833,2024-04-04,West Danland,Moderate
A000834,2024-01-21,New Alexa,Moderate
A000835,2023-12-09,South Natalieton,Severe
A000836,2023-10-16,North Stephanie,Moderate
A000837,2023-03-16,South Gavin,Moderate
A000838,2024-12-17,Mccoystad,Minor
A000839,2023-08-29,North Kathleenbury,Severe
A000840,2024-12-19,Keithport,Minor
A000841,2023-04-02,Kingberg,Severe
A000842,2023-04-15,South Amberton,Minor
A000843,2024-02-13,Lauramouth,Severe
A000844,2024-08-20,Monicafurt,Severe
A000845,2023-05-27,New Davidmouth,Minor
A000846,2024-09-10,Lake Evan,Moderate
A000847,2023-09-13,Pattersonview,Severe
A000848,2025-02-12,Lake Hectorport,Severe
A000849,2023-10-17,Port Stacyhaven,Moderate
A000850,2025-02-09,Arianaland,Moderate
A000851,2023-05-23,Brownshire,Severe
A000852,2023-09-02,East William,Minor
A000853,2025-01-05,West Jonathan,Severe
A000854,2024-09-28,South Chad,Severe
A000855,2023-12-31,Maryfort,Moderate
A000856,2023-05-11,Shanefurt,Severe
A000857,2023-03-02,South Kathleenberg,Moderate
A000858,2024-04-23,Pachecoton,Severe
A000859,2023-10-28,Martinton,Minor
A000860,2024-07-01,Gordonberg,Severe
A000861,2023-11-06,New Colin,Moderate
A000862,2023-04-07,North Deannaborough,Minor
A000863,2024-04-19,Jenkinsburgh,Moderate
A000864,2023-09-12,New Lukemouth,Moderate
A000865,2023-04-08,South Sarahshire,Moderate
A000866,2024-03-30,Braunfort,Severe
A000867,2024-08-28,Johnsonfort,Minor
A000868,2024-08-30,Duncantown,Severe
A000869,2023-05-05,Frankmouth,Severe
A000870,2024-06-29,Patriciachester,Moderate
A000871,2024-07-20,Erikstad,Moderate
A000872,2023-06-16,New Marisaport,Severe
A000873,2023-06-15,Sherylborough,Severe
A000874,2023-11-01,West Heatherland,Moderate
A000875,2024-06-30,Port Thomas,Minor
A000876,2023-08-02,Francisview,Minor
A000877,2024-11-02,Kimberlytown,Severe
A000878,2024-07-28,Caseystad,Moderate
A000879,2023-04-30,Jacobschester,Severe
A000880,2024-10-29,East Karenville,Severe
A000881,2023-06-03,Jacksonborough,Minor
A000882,2023-07-13,South Sophia,Moderate
A000883,2024-02-13,Zimmermanfurt,Moderate
A000884,2025-01-06,Christianport,Severe
A000885,2025-02-18,West Courtney,Moderate
A000886,2023-07-17,Munozshire,Moderate
A000887,2023-05-25,Justinmouth,Severe
A000888,2023-02-23,Russellburgh,Minor
A000889,2023-05-31,Lopezhaven,Minor
A000890,2023-11-02,Port Erik,Moderate
A000891,2025-01-11,East Seanside,Moderate
A000892,2023-12-07,Nathanhaven,Minor
A000893,2025-02-17,West Elizabethville,Minor
A000894,2023-09-19,Port Meredithside,Moderate
A000895,2023-10-07,Robertburgh,Minor
A000896,2023-12-20,Mooreborough,Minor
A000897,2024-07-01,North Marcialand,Moderate
A000898,2024-09-02,North Paul,Moderate
A000899,2023-11-14,North Angela,Moderate
A000900,2023-05-08,Kellyfurt,Severe
A000901,2024-08-25,East Joshuafurt,Moderate
A000902,2024-05-14,New Feliciahaven,Minor
A000903,2024-07-15,North Richard,Severe
A000904,2024-11-19,Port Michellestad,Severe
A000905,2024-07-20,Lake Kenneth,Moderate
A000906,2023-04-23,Sierraborough,Minor
A000907,2023-08-22,Woodshaven,Minor
A000908,2023-10-26,Jasonport,Severe
A000909,2023-08-11,East Allisonburgh,Minor
A000910,2024-02-25,Nelsonburgh,Moderate
A000911,2024-03-23,Kiddville,Severe
A000912,2024-07-30,North Melissaberg,Moderate
A000913,2024-12-25,North Amyborough,Severe
A000914,2024-05-17,North Mary,Moderate
A000915,2023-06-01,North Bryanchester,Severe
A000916,2023-03-09,Lake Charlotteside,Severe
A000917,2023-11-28,South Matthewchester,Severe
A000918,2023-07-25,Donnaland,Moderate
A000919,2025-01-15,Johnville,Severe
A000920,2024-05-31,West Chrisview,Severe
A000921,2024-11-13,Lake Bruce,Severe
A000922,2024-08-06,Emilyfort,Severe
A000923,2024-04-22,New Briannaville,Minor
A000924,2024-10-26,East John,Minor
A000925,2023-08-14,North Mark,Minor
A000926,2025-02-05,West Jillborough,Minor
A000927,2024-02-27,Stacyfort,Moderate
A000928,2023-09-04,Joneshaven,Minor
A000929,2024-03-31,Port Dianeborough,Moderate
A000930,2024-12-28,Stephanieton,Severe
A000931,2023-06-11,Jacquelinestad,Moderate
A000932,2023-05-10,West Heather,Minor
A000933,2023-10-21,Smithhaven,Severe
A000934,2023-11-20,East Danielland,Minor
A000935,2023-05-27,Cheyennefort,Severe
A000936,2024-01-05,Jonathanfort,Minor
A000937,2024-03-16,South Robert,Minor
A000938,2024-11-27,Leemouth,Severe
A000939,2023-08-14,South George,Moderate
A000940,2024-03-06,Timothyton,Minor
A000941,2025-02-10,Theresamouth,Moderate
A000942,2023-07-04,Moorechester,Moderate
A000943,2023-11-24,Port Sabrina,Severe
A000944,2024-02-28,New Erik,Severe
A000945,2024-12-16,New Jennaborough,Moderate
A000946,2024-01-27,Popeshire,Minor
A000947,2023-10-07,Anthonyfurt,Minor
A000948,2024-04-10,Scottton,Severe
A000949,2024-11-08,Mendozafurt,Moderate
A000950,2024-03-01,Wellsburgh,Minor
A000951,2024-08-25,New Marymouth,Moderate
A000952,2025-01-18,Lake Chase,Severe
A000953,2023-05-29,Lisaburgh,Severe
A000954,2023-12-15,Lake Edwardstad,Moderate
A000955,2023-07-07,Harveyfort,Moderate
A000956,2024-05-29,Port Diana,Severe
A000957,2023-10-01,Port Melissa,Moderate
A000958,2024-09-01,Annafort,Moderate
A000959,2024-04-05,Zacharyport,Moderate
A000960,2024-04-14,Lake Colleen,Severe
A000961,2023-05-23,Gonzalezhaven,Severe
A000962,2023-04-07,Lake Heidi,Severe
A000963,2024-11-17,Kaneshire,Moderate
A000964,2023-09-02,South Susan,Minor
A000965,2025-02-19,Ashleystad,Severe
A000966,2024-05-20,Port Kevin,Minor
A000967,2023-11-17,North Amanda,Minor
A000968,2024-11-09,Lewishaven,Moderate
A000969,2024-08-22,Yodertown,Moderate
A000970,2023-08-09,Cameronfort,Moderate
A000971,2023-04-26,Phamfort,Minor
A000972,2025-02-05,Masonport,Minor
A000973,2023-04-05,Lake Linda,Minor
A000974,2023-08-19,North Craigberg,Severe
A000975,2023-03-08,West Lori,Severe
A000976,2024-07-23,Mcbridefort,Minor
A000977,2023-07-02,South Matthewmouth,Severe
A000978,2024-02-17,Torreshaven,Minor
A000979,2023-07-23,Jasonville,Minor
A000980,2023-05-17,Debraberg,Severe
A000981,2024-09-25,New Monica,Minor
A000982,2023-03-21,Port Karinaside,Severe
A000983,2023-06-19,Lake James,Minor
A000984,2023-12-31,Davisfort,Minor
A000985,2024-08-21,North Stacy,Moderate
A000986,2023-04-27,Codyland,Moderate
A000987,2023-03-24,Hunterfort,Moderate
A000988,2024-11-05,Lake Andreaberg,Moderate
A000989,2023-11-10,East Gabrielle,Severe
A000990,2024-12-16,West Danielside,Moderate
A000991,2023-09-10,Courtneybury,Minor
A000992,2024-12-09,New Gordon,Moderate
A000993,2024-12-18,East Brenda,Minor
A000994,2024-09-03,Port Preston,Moderate
A000995,2023-07-18,East Rachel,Minor
A000996,2024-01-17,East Andrew,Minor
A000997,2024-11-24,North Donnaside,Severe
A000998,2023-10-29,Reginabury,Minor
A000999,2024-01-05,New Adam,Moderate
A001000,2024-12-10,Fryeborough,Severe
A001001,2025-01-17,Lake Kyle,Severe
A001002,2024-03-13,New Wendy,Moderate
A001003,2024-02-12,Lake Kevin,Minor
A001004,2023-09-08,Jamesmouth,Minor
A001005,2024-05-31,Brownshire,Minor
A001006,2024-11-12,Andreastad,Moderate
A001007,2023-07-26,Port Angelafort,Severe
A001008,2024-09-12,South Anthonyport,Severe
A001009,2023-05-11,Robinsonchester,Moderate
A001010,2023-05-26,Lake Benjaminshire,Severe
A001011,2024-07-05,Jeffreychester,Severe
A001012,2024-07-23,North Rebecca,Moderate
A001013,2024-10-22,Port Thomasberg,Severe
A001014,2023-05-01,Leeborough,Minor
A001015,2024-06-13,Port Patrick,Moderate
A001016,2024-07-05,Port Alexis,Severe
A001017,2024-04-20,Port Linda,Severe
A001018,2023-04-13,Kaylaside,Severe
A001019,2023-06-19,Hardinfurt,Minor
A001020,2024-09-02,Markbury,Severe
A001021,2023-03-21,Watkinsfort,Moderate
A001022,2023-12-18,South Tammy,Minor
A001023,2023-02-22,Lewisfort,Minor
A001024,2023-12-08,West Christina,Minor
A001025,2023-11-29,Dennisborough,Moderate
A001026,2024-03-27,Lindseyshire,Moderate
A001027,2024-09-27,Hernandezmouth,Moderate
A001028,2023-04-25,East Joannfurt,Minor
A001029,2023-03-25,Velazquezstad,Moderate
A001030,2024-02-25,North Dylantown,Moderate
A001031,2023-06-02,Bradfordshire,Minor
A001032,2023-11-24,Nelsonmouth,Minor
A001033,2024-07-02,Paulfurt,Moderate
A001034,2025-02-13,South Jessicaview,Moderate
A001035,2025-02-22,Johnsonside,Moderate
A001036,2024-01-14,Andrewland,Severe
A001037,2023-08-21,Arthurhaven,Minor
A001038,2024-12-12,West Peter,Minor
A001039,2024-12-26,Watsonhaven,Moderate
A001040,2025-02-20,West Rachelside,Moderate
A001041,2023-07-02,Lake Alexanderhaven,Minor
A001042,2025-01-30,North Andrew,Moderate
A001043,2024-11-27,Tapiaborough,Severe
A001044,2024-03-08,Joeland,Minor
A001045,2024-05-19,New Bethany,Minor
A001046,2025-01-20,South Robert,Minor
A001047,2023-10-12,Isaacburgh,Minor
A001048,2024-09-04,Port Christopherton,Severe
A001049,2024-01-28,Meganburgh,Severe
A001050,2024-11-23,South Timothystad,Minor
A001051,2025-02-11,Garciaport,Minor
A001052,2024-10-22,Williamland,Moderate
A001053,2023-08-27,East Justinport,Severe
A001054,2023-10-26,Lake Johnmouth,Severe
A001055,2024-09-19,East Susanfort,Severe
A001056,2023-04-07,Port Amytown,Minor
A001057,2025-02-10,Samanthaburgh,Severe
A001058,2024-06-17,Richardmouth,Severe
A001059,2023-12-25,North Jamieshire,Minor
A001060,2024-12-27,Brianmouth,Moderate
A001061,2023-11-29,Paulaland,Moderate
A001062,2024-08-18,New Dianaport,Minor
A001063,2024-05-20,Andreatown,Moderate
A001064,2024-11-09,Salaschester,Severe
A001065,2024-02-04,Davishaven,Minor
A001066,2023-10-21,Jasmineborough,Severe
A001067,2023-10-26,South Pamela,Minor
A001068,2024-05-25,East Ricky,Severe
A001069,2023-03-22,Huffstad,Severe
A001070,2024-06-03,Port Christopherborough,Moderate
A001071,2025-01-18,North Jackbury,Minor
A001072,2023-05-27,Meganberg,Severe
A001073,2023-08-27,Robinsonhaven,Severe
A001074,2024-01-12,Port Williamton,Minor
A001075,2025-01-14,Scottland,Minor
A001076,2023-05-28,Carterport,Moderate
A001077,2023-07-13,Perezside,Moderate
A001078,2024-12-29,South Parker,Moderate
A001079,2024-12-27,West Teresaberg,Minor
A001080,2024-02-25,Paulafurt,Severe
A001081,2023-06-07,Port Briannaborough,Moderate
A001082,2024-02-02,Angelafurt,Severe
A001083,2023-11-29,Donnamouth,Minor
A001084,2024-10-11,Jayhaven,Severe
A001085,2023-07-16,Davisshire,Severe
A001086,2024-03-09,North Heidifort,Minor
A001087,2023-05-03,Carterside,Moderate
A001088,2024-10-21,Elizabethport,Minor
A001089,2023-07-24,West Robert,Minor
A001090,2023-12-07,North Virginiamouth,Severe
A001091,2024-11-10,Johnsonland,Minor
A001092,2023-05-06,Sandraburgh,Minor
A001093,2024-05-27,New Kenneth,Minor
A001094,2023-07-24,Julieville,Minor
A001095,2024-11-27,Burgessfurt,Moderate
A001096,2023-05-12,West Nicholas,Moderate
A001097,2025-01-04,Gonzalezburgh,Moderate
A001098,2024-02-07,Lake Robert,Minor
A001099,2024-11-15,Dustinbury,Moderate
A001100,2024-01-06,South Amandamouth,Severe
A001101,2024-02-26,Fergusonshire,Severe
A001102,2024-06-16,Michelletown,Minor
A001103,2023-11-29,Mirandachester,Moderate
A001104,2023-03-06,East Tonyside,Minor
A001105,2024-11-20,Fitzgeraldborough,Severe
A001106,2024-02-27,North Bobbyborough,Minor
A001107,2023-05-01,East Jeffreyside,Severe
A001108,2024-05-17,Ashleyside,Severe
A001109,2023-09-28,Mistystad,Severe
A001110,2023-08-14,Noahfort,Minor
A001111,2024-05-14,Reyeshaven,Minor
A001112,2023-07-28,Georgechester,Severe
A001113,2024-10-30,East Reneehaven,Severe
A001114,2024-10-25,South Tabithatown,Severe
A001115,2023-07-03,Alvaradoberg,Moderate
A001116,2024-08-09,Lake Sabrinaland,Moderate
A001117,2024-02-28,New Jayhaven,Severe
A001118,2025-02-16,South Michael,Minor
A001119,2023-03-24,Paulastad,Minor
A001120,2023-09-13,Waltersview,Severe
A001121,2023-05-23,South Johnchester,Minor
A001122,2023-05-22,Reneeland,Minor
A001123,2024-06-17,Sweeneyborough,Minor
A001124,2024-03-20,Williamsside,Severe
A001125,2025-01-26,Michaelton,Minor
A001126,2023-05-25,Laurachester,Severe
A001127,2024-03-10,Georgechester,Moderate
A001128,2023-04-26,Tiffanyland,Moderate
A001129,2023-04-18,North Ericstad,Moderate
A001130,2023-03-07,Michaelshire,Moderate
A001131,2023-10-13,Hernandezshire,Severe
A001132,2024-05-31,West Dana,Moderate
A001133,2024-05-30,Edwardsburgh,Minor
A001134,2023-04-02,South Michelleview,Moderate
A001135,2023-05-22,West Monicaberg,Moderate
A001136,2024-04-29,Murphybury,Moderate
A001137,2024-07-17,Ronaldshire,Minor
A001138,2023-07-19,West Corey,Severe
A001139,2023-02-24,Billyfort,Moderate
A001140,2023-06-12,Montgomerybury,Minor
A001141,2023-05-12,Maryhaven,Minor
