claim_id,policy_id,claimant_id,accident_id,claim_date,claim_amount,status,processing_days
C000418,P68008,CL33603,A000418,2023-06-04,11503,Pending,40
C000419,P58743,CL56513,A000419,2023-06-30,26924,Pending,45
C000420,P97519,CL07403,A000420,2024-07-02,2573,Rejected,50
C000421,P25246,CL75737,A000421,2023-07-23,24407,Rejected,41
C000422,P79945,CL67088,A000422,2024-07-21,6513,Approved,5
C000423,P21921,CL99784,A000423,2023-05-18,47092,Approved,17
C000424,P29106,CL08379,A000424,2024-05-04,44248,Pending,41
C000425,P47891,CL57900,A000425,2023-05-18,34512,Rejected,42
C000426,P43172,CL53978,A000426,2023-04-03,7158,Pending,30
C000427,P64836,CL60615,A000427,2023-03-09,13253,Rejected,39
C000428,P13937,CL67277,A000428,2023-12-27,35546,Approved,34
C000429,P40567,CL98425,A000429,2023-08-06,7513,Rejected,56
C000430,P24692,CL94383,A000430,2024-12-12,11490,Approved,11
C000431,P71200,CL40467,A000431,2023-04-18,21447,Pending,5
C000432,P54251,CL62990,A000432,2024-10-21,27512,Approved,52
C000433,P18689,CL26995,A000433,2023-10-17,26093,Approved,41
C000434,P27358,CL42342,A000434,2024-03-19,26853,Rejected,51
C000435,P23266,CL73955,A000435,2023-12-21,25993,Approved,39
C000436,P43014,CL95731,A000436,2023-12-10,35419,Approved,30
C000437,P81749,CL61281,A000437,2024-03-12,2159,Rejected,7
C000438,P88372,CL27325,A000438,2024-07-22,17598,Approved,3
C000439,P41132,CL86790,A000439,2023-05-30,22224,Rejected,51
C000440,P53437,CL24079,A000440,2023-11-13,34300,Approved,18
C000441,P32101,CL77760,A000441,2024-10-10,40578,Approved,59
C000442,P46752,CL38574,A000442,2024-09-05,39283,Rejected,1
C000443,P77650,CL84683,A000443,2025-01-23,29746,Pending,4
C000444,P27320,CL29766,A000444,2024-09-06,27799,Rejected,59
C000445,P81194,CL84357,A000445,2023-06-06,37884,Rejected,32
C000446,P13040,CL88583,A000446,2023-04-24,13649,Rejected,27
C000447,P42507,CL77240,A000447,2024-01-16,6312,Approved,24
C000448,P94464,CL49229,A000448,2024-09-04,33854,Rejected,50
C000449,P78241,CL43122,A000449,2024-02-10,10059,Rejected,57
C000450,P24457,CL11035,A000450,2024-06-11,13969,Approved,15
C000451,P46922,CL33932,A000451,2024-02-28,49208,Approved,44
C000452,P67602,CL89240,A000452,2023-09-28,5079,Approved,56
C000453,P22916,CL22655,A000453,2023-10-18,45657,Rejected,57
C000454,P62083,CL80271,A000454,2024-08-25,9060,Rejected,50
C000455,P98985,CL60197,A000455,2023-05-22,40430,Rejected,27
C000456,P85065,CL90390,A000456,2024-03-03,23638,Rejected,14
C000457,P30698,CL60297,A000457,2023-07-21,29268,Approved,2
C000458,P42159,CL58620,A000458,2024-04-16,19146,Rejected,47
C000459,P81698,CL02082,A000459,2023-03-13,25568,Rejected,7
C000460,P89002,CL61564,A000460,2023-08-01,46008,Pending,39
C000461,P56800,CL25647,A000461,2023-09-28,19644,Pending,36
C000462,P85318,CL23979,A000462,2024-11-06,2720,Approved,27
C000463,P60020,CL83376,A000463,2023-04-13,34247,Pending,52
C000464,P88102,CL83909,A000464,2024-04-24,5233,Rejected,21
C000465,P81236,CL02025,A000465,2024-04-04,33523,Rejected,25
C000466,P77581,CL49752,A000466,2024-04-05,44267,Pending,40
C000467,P95849,CL50573,A000467,2024-07-05,48450,Pending,13
C000468,P60037,CL42733,A000468,2025-01-31,28483,Rejected,34
C000469,P89387,CL48151,A000469,2023-05-19,24640,Approved,41
C000470,P75443,CL68432,A000470,2024-10-17,3080,Approved,41
C000471,P80203,CL44105,A000471,2024-04-16,10611,Approved,55
C000472,P64623,CL23109,A000472,2024-12-14,37930,Rejected,34
C000473,P68002,CL35457,A000473,2025-02-19,7319,Rejected,30
C000474,P70430,CL61549,A000474,2023-11-29,43378,Rejected,48
C000475,P63835,CL57836,A000475,2023-11-21,14028,Approved,12
C000476,P78750,CL28930,A000476,2023-04-07,19535,Approved,15
C000477,P59463,CL55479,A000477,2024-07-31,6019,Approved,5
C000478,P29246,CL55862,A000478,2025-02-02,28139,Approved,55
C000479,P81187,CL53995,A000479,2024-11-08,28527,Rejected,12
C000480,P13045,CL47952,A000480,2024-08-07,24371,Approved,13
C000481,P92113,CL06396,A000481,2024-08-08,47631,Rejected,43
C000482,P63717,CL68638,A000482,2023-08-13,1654,Pending,39
C000483,P81298,CL84551,A000483,2024-11-11,5621,Rejected,57
C000484,P22081,CL32969,A000484,2024-02-09,49027,Pending,2
C000485,P74896,CL77450,A000485,2023-05-18,5396,Pending,49
C000486,P13547,CL61867,A000486,2024-09-09,26396,Pending,1
C000487,P55698,CL22038,A000487,2023-09-29,46524,Pending,22
C000488,P98706,CL78540,A000488,2024-10-16,19476,Rejected,14
C000489,P62687,CL53926,A000489,2023-05-01,21867,Approved,21
C000490,P38006,CL94327,A000490,2025-02-24,7772,Pending,41
C000491,P94808,CL13123,A000491,2024-02-10,12844,Pending,21
C000492,P15123,CL18654,A000492,2023-05-28,41060,Approved,24
C000493,P56008,CL97191,A000493,2023-03-18,1698,Rejected,54
C000494,P52450,CL36246,A000494,2024-05-13,6274,Pending,38
C000495,P11562,CL36209,A000495,2023-12-08,12712,Approved,22
C000496,P81128,CL19390,A000496,2024-11-12,16500,Approved,39
C000497,P39240,CL41325,A000497,2023-08-06,48717,Rejected,9
C000498,P72710,CL77057,A000498,2023-11-01,8583,Approved,42
C000499,P88924,CL16036,A000499,2024-12-19,22498,Pending,10
C000500,P91716,CL46486,A000500,2024-08-06,21553,Approved,50
C000501,P45015,CL04515,A000501,2024-06-30,27976,Approved,25
C000502,P76501,CL46481,A000502,2023-12-16,31593,Rejected,43
C000503,P60011,CL02699,A000503,2024-02-01,34057,Approved,43
C000504,P55252,CL34538,A000504,2024-03-26,8299,Pending,55
C000505,P35822,CL65524,A000505,2024-09-12,24240,Approved,40
C000506,P41817,CL40909,A000506,2023-05-22,8965,Approved,1
C000507,P24582,CL51943,A000507,2023-12-04,34721,Approved,39
C000508,P48369,CL49259,A000508,2024-06-21,41347,Rejected,41
C000509,P23752,CL27792,A000509,2023-12-18,29938,Pending,16
C000510,P37380,CL07090,A000510,2024-10-01,41955,Pending,46
C000511,P74247,CL60934,A000511,2024-02-26,41028,Pending,32
C000512,P21506,CL27980,A000512,2024-10-19,30361,Rejected,8
C000513,P41667,CL11169,A000513,2024-02-19,25924,Rejected,10
C000514,P85503,CL45601,A000514,2023-04-30,33730,Approved,13
C000515,P64863,CL81294,A000515,2024-09-11,2579,Rejected,53
C000516,P53306,CL20958,A000516,2023-09-27,34154,Approved,18
C000517,P83937,CL14665,A000517,2023-08-03,41969,Approved,53
C000518,P71363,CL30937,A000518,2024-04-04,21437,Pending,18
C000519,P74429,CL78101,A000519,2024-11-05,43798,Pending,32
C000520,P98652,CL45963,A000520,2024-05-04,36975,Rejected,45
C000521,P13085,CL53623,A000521,2023-05-08,21631,Approved,4
C000522,P83252,CL36401,A000522,2024-12-18,15222,Approved,57
C000523,P16782,CL89912,A000523,2025-01-07,34026,Approved,4
C000524,P60841,CL19403,A000524,2024-05-09,2830,Pending,15
C000525,P85448,CL34164,A000525,2024-11-30,42517,Rejected,55
C000526,P59593,CL24817,A000526,2023-12-18,42069,Rejected,4
C000527,P20043,CL16431,A000527,2024-06-11,10626,Pending,31
C000528,P82846,CL40709,A000528,2023-07-27,39107,Approved,46
C000529,P46255,CL94089,A000529,2023-10-07,32641,Pending,2
C000530,P69121,CL39474,A000530,2024-01-06,19585,Rejected,22
C000531,P45875,CL93119,A000531,2025-01-19,8958,Approved,38
C000532,P39910,CL15329,A000532,2024-06-29,38079,Rejected,6
C000533,P38133,CL78240,A000533,2024-02-23,35893,Pending,38
C000534,P67131,CL75611,A000534,2024-05-12,30492,Approved,34
C000535,P51679,CL63197,A000535,2024-12-20,43871,Approved,9
C000536,P55760,CL18758,A000536,2024-04-10,5515,Rejected,25
C000537,P71843,CL32746,A000537,2023-10-07,27121,Approved,27
C000538,P51867,CL29841,A000538,2024-05-29,9554,Pending,56
C000539,P26585,CL28734,A000539,2024-02-20,43953,Pending,54
C000540,P11389,CL21444,A000540,2023-08-03,35937,Approved,6
C000541,P60435,CL08105,A000541,2024-01-11,41094,Rejected,57
C000542,P17573,CL91874,A000542,2024-07-19,20421,Approved,17
C000543,P61229,CL42120,A000543,2023-05-26,29504,Rejected,11
C000544,P81586,CL90429,A000544,2025-01-05,7419,Approved,59
C000545,P45205,CL25730,A000545,2024-08-05,34051,Pending,23
C000546,P57652,CL97473,A000546,2023-12-16,7592,Approved,5
C000547,P86437,CL20319,A000547,2025-02-10,20307,Pending,12
C000548,P16137,CL73135,A000548,2023-10-16,33066,Approved,26
C000549,P60245,CL64710,A000549,2023-06-12,36913,Rejected,31
C000550,P40725,CL82676,A000550,2024-07-04,12460,Rejected,60
C000551,P76499,CL97523,A000551,2023-03-16,33688,Rejected,57
C000552,P38903,CL95245,A000552,2024-04-16,43732,Rejected,59
C000553,P94111,CL06915,A000553,2024-08-29,23829,Approved,56
C000554,P17008,CL45247,A000554,2024-02-06,37326,Rejected,13
C000555,P19919,CL41599,A000555,2023-08-06,28938,Approved,21
C000556,P88310,CL78391,A000556,2023-07-13,42705,Pending,43
C000557,P68866,CL19687,A000557,2024-09-30,33451,Approved,41
C000558,P70193,CL33395,A000558,2024-09-10,36742,Rejected,41
C000559,P90801,CL89361,A000559,2024-09-29,32857,Rejected,9
C000560,P96497,CL93778,A000560,2023-08-10,23371,Approved,35
C000561,P86073,CL56087,A000561,2023-03-23,48336,Approved,55
C000562,P12843,CL08175,A000562,2023-10-13,38386,Approved,8
C000563,P20545,CL91927,A000563,2023-10-19,6935,Rejected,9
C000564,P96332,CL61275,A000564,2023-12-03,10379,Approved,42
C000565,P33287,CL42045,A000565,2023-04-10,7621,Rejected,5
C000566,P97800,CL03047,A000566,2023-09-30,46590,Approved,42
C000567,P35276,CL43783,A000567,2023-10-02,4659,Rejected,33
C000568,P72990,CL30490,A000568,2023-05-16,4067,Rejected,11
C000569,P38639,CL74403,A000569,2024-09-28,38464,Pending,34
C000570,P75557,CL55166,A000570,2024-10-18,27405,Pending,4
C000571,P18716,CL46831,A000571,2024-12-16,11864,Approved,35
C000572,P82456,CL81863,A000572,2024-06-26,4306,Pending,30
C000573,P41766,CL22367,A000573,2024-01-30,3854,Rejected,28
C000574,P91689,CL11410,A000574,2024-08-07,41243,Rejected,24
C000575,P80994,CL70524,A000575,2024-08-09,26732,Approved,30
C000576,P67705,CL02410,A000576,2025-01-02,47624,Pending,57
C000577,P54935,CL76645,A000577,2023-09-20,7255,Pending,6
C000578,P66993,CL44174,A000578,2025-01-30,38638,Approved,22
C000579,P40229,CL22062,A000579,2025-02-09,43151,Approved,44
C000580,P59082,CL67196,A000580,2024-05-17,20131,Rejected,4
C000581,P86362,CL47643,A000581,2025-01-24,1410,Rejected,5
C000582,P88209,CL42226,A000582,2024-11-09,42348,Rejected,6
C000583,P24057,CL33387,A000583,2024-04-22,15568,Pending,52
C000584,P40130,CL67657,A000584,2024-10-28,11749,Rejected,40
C000585,P18695,CL33218,A000585,2025-01-11,11241,Approved,39
C000586,P78563,CL23929,A000586,2024-03-14,844,Pending,23
C000587,P28411,CL80178,A000587,2024-06-04,2445,Rejected,3
C000588,P37455,CL71083,A000588,2024-03-13,44627,Pending,27
C000589,P26912,CL32169,A000589,2024-10-12,40910,Pending,57
C000590,P82879,CL70667,A000590,2023-09-13,7973,Approved,2
C000591,P19834,CL28942,A000591,2024-07-27,43126,Approved,20
C000592,P21892,CL91783,A000592,2023-03-21,6007,Approved,30
C000593,P67400,CL52259,A000593,2024-07-23,26162,Rejected,23
C000594,P91851,CL99048,A000594,2023-05-02,11565,Rejected,27
C000595,P64219,CL96533,A000595,2025-01-11,43145,Pending,19
C000596,P25306,CL18154,A000596,2024-08-07,11944,Rejected,58
C000597,P50802,CL96475,A000597,2024-11-08,11950,Pending,36
C000598,P94462,CL83933,A000598,2024-03-09,46041,Approved,46
C000599,P14164,CL30158,A000599,2024-03-16,35786,Pending,13
C000600,P20920,CL46563,A000600,2025-01-06,34462,Rejected,34
C000601,P33499,CL39791,A000601,2023-08-21,37820,Approved,23
C000602,P94058,CL48786,A000602,2023-12-23,17456,Rejected,25
C000603,P14539,CL30449,A000603,2024-12-18,29699,Pending,36
C000604,P16844,CL27319,A000604,2025-01-26,22062,Pending,18
C000605,P50927,CL08459,A000605,2024-01-27,18014,Rejected,51
C000606,P85440,CL70570,A000606,2024-09-02,44874,Approved,39
C000607,P54161,CL62636,A000607,2023-09-26,4479,Pending,51
C000608,P35755,CL53148,A000608,2024-01-16,6937,Pending,44
C000609,P27202,CL80524,A000609,2024-02-13,12303,Rejected,14
C000610,P41364,CL61477,A000610,2024-02-14,35956,Rejected,20
C000611,P24168,CL05389,A000611,2024-04-10,37830,Pending,4
C000612,P23576,CL60522,A000612,2024-10-28,19318,Rejected,25
C000613,P34047,CL98973,A000613,2023-07-02,29975,Rejected,18
C000614,P21110,CL13741,A000614,2024-02-10,36562,Pending,44
C000615,P66890,CL46166,A000615,2024-01-09,5732,Rejected,1
C000616,P86419,CL31258,A000616,2023-03-06,46133,Rejected,37
C000617,P98102,CL40651,A000617,2023-06-09,25427,Approved,13
C000618,P45932,CL06884,A000618,2023-09-03,47279,Approved,20
C000619,P78207,CL54718,A000619,2023-05-28,44667,Rejected,7
C000620,P64572,CL59667,A000620,2024-10-12,22023,Pending,36
C000621,P72555,CL12531,A000621,2023-07-22,10763,Approved,1
C000622,P42555,CL23708,A000622,2024-03-16,41074,Pending,59
C000623,P52337,CL24830,A000623,2023-11-07,44126,Approved,6
C000624,P76120,CL24125,A000624,2024-08-19,33829,Pending,18
C000625,P73814,CL48861,A000625,2024-06-07,21598,Rejected,59
C000626,P36264,CL21609,A000626,2023-03-21,32903,Rejected,1
C000627,P67708,CL50230,A000627,2023-07-25,26611,Rejected,53
C000628,P37931,CL11267,A000628,2024-09-27,26852,Rejected,42
C000629,P13111,CL55577,A000629,2023-09-25,7888,Rejected,31
C000630,P57424,CL16322,A000630,2024-03-13,49509,Rejected,47
C000631,P79688,CL56853,A000631,2023-06-28,28936,Pending,56
C000632,P52758,CL46247,A000632,2024-01-01,5397,Pending,15
C000633,P22921,CL14128,A000633,2024-03-31,42828,Pending,59
C000634,P85989,CL11348,A000634,2023-10-17,31296,Rejected,4
C000635,P43103,CL14494,A000635,2024-06-27,17955,Rejected,15
C000636,P13833,CL96679,A000636,2024-10-15,28358,Approved,24
C000637,P23747,CL33154,A000637,2024-05-10,45287,Rejected,13
C000638,P53524,CL13188,A000638,2024-04-30,39507,Rejected,43
C000639,P83032,CL14793,A000639,2024-07-22,9301,Pending,30
C000640,P66294,CL93544,A000640,2024-09-22,32655,Rejected,7
C000641,P52363,CL53800,A000641,2023-03-21,15031,Approved,38
C000642,P27140,CL18316,A000642,2024-10-22,23683,Approved,55
C000643,P38113,CL15787,A000643,2023-06-06,11102,Rejected,13
C000644,P98100,CL31222,A000644,2024-02-16,41353,Pending,6
C000645,P53885,CL39336,A000645,2024-12-15,19102,Approved,8
C000646,P36752,CL18241,A000646,2023-04-04,42844,Pending,49
C000647,P27357,CL88429,A000647,2024-06-17,22523,Rejected,3
C000648,P63650,CL01300,A000648,2024-07-09,3544,Pending,34
C000649,P47856,CL02287,A000649,2023-12-20,16201,Pending,48
C000650,P33260,CL64914,A000650,2023-09-19,43482,Pending,41
C000651,P50978,CL74802,A000651,2025-01-11,22674,Rejected,30
C000652,P56954,CL23126,A000652,2024-10-09,5409,Approved,50
C000653,P73594,CL84258,A000653,2024-06-07,29720,Approved,33
C000654,P77011,CL06623,A000654,2025-02-12,28234,Rejected,36
C000655,P98524,CL77315,A000655,2024-03-24,28261,Pending,50
C000656,P32497,CL82080,A000656,2024-06-06,15668,Pending,51
C000657,P28254,CL99484,A000657,2025-02-24,29768,Pending,30
C000658,P15443,CL73594,A000658,2024-02-16,39424,Rejected,58
C000659,P40109,CL28742,A000659,2023-07-27,41213,Pending,55
C000660,P89180,CL03035,A000660,2024-04-30,48127,Pending,6
C000661,P95472,CL23108,A000661,2024-04-21,14885,Pending,48
C000662,P36935,CL38940,A000662,2024-06-28,1345,Approved,2
C000663,P55151,CL24665,A000663,2024-04-22,45972,Pending,25
C000664,P69562,CL98160,A000664,2023-04-16,1339,Pending,27
C000665,P42602,CL82494,A000665,2024-04-05,35070,Rejected,60
C000666,P28894,CL43696,A000666,2024-07-31,26133,Approved,15
C000667,P79350,CL02134,A000667,2024-01-30,18661,Approved,4
C000668,P23012,CL15720,A000668,2024-03-16,11378,Pending,9
C000669,P44425,CL69528,A000669,2024-07-07,28357,Approved,13
C000670,P26601,CL25223,A000670,2024-12-07,6441,Approved,32
C000671,P82632,CL68947,A000671,2023-07-26,4227,Pending,60
C000672,P21064,CL91441,A000672,2023-07-29,17656,Rejected,11
C000673,P42264,CL20293,A000673,2024-01-12,47614,Approved,3
C000674,P52490,CL90372,A000674,2024-09-17,17021,Pending,6
C000675,P19524,CL99225,A000675,2024-08-21,13291,Rejected,34
C000676,P15121,CL77979,A000676,2023-11-30,19165,Pending,46
C000677,P31421,CL48897,A000677,2023-11-03,11857,Approved,36
C000678,P89402,CL34730,A000678,2024-03-31,31164,Approved,25
C000679,P54944,CL94363,A000679,2023-04-14,11644,Approved,10
C000680,P65203,CL47047,A000680,2024-10-20,37445,Pending,45
C000681,P87688,CL41533,A000681,2024-07-30,47135,Rejected,11
C000682,P70176,CL11822,A000682,2024-09-08,18498,Rejected,10
C000683,P68070,CL61776,A000683,2023-06-14,20778,Approved,57
C000684,P18378,CL65976,A000684,2025-02-13,25075,Pending,22
C000685,P93797,CL76551,A000685,2024-01-23,25641,Rejected,32
C000686,P66123,CL94371,A000686,2024-10-04,41863,Pending,9
C000687,P40418,CL38450,A000687,2024-08-12,6273,Pending,47
C000688,P92043,CL20888,A000688,2024-07-10,7357,Pending,26
C000689,P13123,CL12155,A000689,2023-11-25,27923,Rejected,59
C000690,P96888,CL98749,A000690,2025-01-23,36956,Pending,43
C000691,P84678,CL85580,A000691,2023-12-25,28092,Pending,59
C000692,P72487,CL39756,A000692,2023-08-25,38764,Pending,31
C000693,P25170,CL24533,A000693,2023-07-05,12841,Approved,1
C000694,P74230,CL62825,A000694,2024-11-17,17388,Approved,38
C000695,P87639,CL61874,A000695,2023-07-09,5136,Approved,52
C000696,P75900,CL11131,A000696,2023-07-22,24283,Approved,23
C000697,P81824,CL08902,A000697,2023-09-28,28833,Approved,30
C000698,P22593,CL13179,A000698,2023-12-12,18510,Approved,21
C000699,P89979,CL26361,A000699,2023-03-02,22489,Pending,43
C000700,P94380,CL34994,A000700,2024-10-08,41925,Approved,9
C000701,P18606,CL79948,A000701,2023-03-13,36471,Approved,50
C000702,P60207,CL34947,A000702,2023-10-17,21584,Pending,1
C000703,P92758,CL56233,A000703,2024-11-14,20219,Rejected,28
C000704,P13121,CL12010,A000704,2023-09-11,36891,Approved,57
C000705,P24892,CL81457,A000705,2023-12-01,1475,Rejected,5
C000706,P54547,CL74348,A000706,2024-01-10,22053,Approved,49
C000707,P23357,CL16776,A000707,2023-09-13,18359,Rejected,53
C000708,P85602,CL43096,A000708,2024-03-20,24781,Pending,6
C000709,P93455,CL15143,A000709,2024-09-01,23603,Pending,29
C000710,P62552,CL95291,A000710,2023-12-27,11673,Approved,40
C000711,P33941,CL22682,A000711,2024-01-10,12554,Pending,17
C000712,P60728,CL22924,A000712,2023-03-19,42120,Approved,5
C000713,P66063,CL80498,A000713,2023-08-26,533,Approved,39
C000714,P29373,CL92945,A000714,2024-04-19,8711,Rejected,36
C000715,P93803,CL32922,A000715,2025-02-25,12182,Pending,25
C000716,P33850,CL19374,A000716,2024-04-23,8007,Pending,44
C000717,P37694,CL59718,A000717,2025-02-01,16753,Rejected,4
C000718,P55548,CL64851,A000718,2023-06-01,29208,Rejected,50
C000719,P20197,CL40296,A000719,2023-08-03,19447,Pending,30
C000720,P90993,CL46950,A000720,2024-09-27,31176,Approved,21
C000721,P23696,CL87812,A000721,2024-08-03,20242,Approved,57
C000722,P18584,CL13401,A000722,2024-05-31,23515,Pending,18
C000723,P95491,CL21711,A000723,2023-07-14,40770,Pending,47
C000724,P40283,CL58178,A000724,2024-07-12,29788,Pending,14
C000725,P95754,CL52519,A000725,2023-08-15,43963,Approved,6
C000726,P84395,CL44268,A000726,2024-01-19,39668,Approved,19
C000727,P52639,CL30498,A000727,2024-02-09,43862,Rejected,20
C000728,P63019,CL36480,A000728,2024-03-01,616,Rejected,50
C000729,P32718,CL56014,A000729,2023-05-20,23516,Rejected,32
C000730,P61200,CL06692,A000730,2024-05-12,43119,Rejected,55
C000731,P14466,CL10546,A000731,2024-04-15,5371,Rejected,1
C000732,P50192,CL80055,A000732,2024-11-29,47699,Pending,46
C000733,P29580,CL33960,A000733,2024-05-03,30988,Rejected,6
C000734,P65806,CL63916,A000734,2023-09-18,25210,Rejected,16
C000735,P73530,CL41396,A000735,2024-12-26,7772,Pending,1
C000736,P50003,CL64215,A000736,2024-11-27,13580,Pending,36
C000737,P68532,CL38593,A000737,2024-07-22,42455,Approved,32
C000738,P52493,CL47631,A000738,2023-11-26,24766,Approved,45
C000739,P35244,CL25732,A000739,2025-02-25,9753,Approved,17
C000740,P89766,CL48381,A000740,2024-01-13,48168,Pending,15
C000741,P94236,CL40221,A000741,2024-01-10,7881,Pending,32
C000742,P56405,CL13772,A000742,2024-12-05,8560,Approved,59
C000743,P89935,CL92895,A000743,2023-05-29,11576,Approved,43
C000744,P59293,CL30827,A000744,2023-08-18,13816,Pending,38
C000745,P28101,CL25023,A000745,2024-02-24,41357,Approved,25
C000746,P15328,CL12015,A000746,2024-11-11,34181,Approved,21
C000747,P16976,CL66577,A000747,2024-02-15,17012,Approved,21
C000748,P99323,CL03236,A000748,2023-08-11,630,Rejected,4
C000749,P62210,CL89579,A000749,2023-12-31,37706,Approved,33
C000750,P67657,CL74396,A000750,2023-08-11,23159,Approved,48
C000751,P65365,CL35111,A000751,2023-07-19,21988,Approved,5
C000752,P68337,CL63161,A000752,2025-02-16,4690,Approved,41
C000753,P26781,CL71786,A000753,2023-04-26,47320,Pending,4
C000754,P70374,CL63632,A000754,2023-06-18,15234,Approved,21
C000755,P33815,CL32071,A000755,2023-06-06,6240,Rejected,10
C000756,P94542,CL19939,A000756,2023-12-24,9744,Approved,19
C000757,P25428,CL12471,A000757,2024-12-02,39254,Rejected,10
C000758,P78326,CL51947,A000758,2023-06-16,3960,Pending,22
