claim_id,accident_id,claimant_id,vehicle_id,policy_id_y,claim_date,claim_amount,status,processing_days
C000373,A000373,CL51682,V000373,P28709,2024-03-15,18064,Pending,26
C000374,A000374,CL46806,V000374,P58233,2024-03-06,33393,Rejected,49
C000375,A000375,CL21615,V000375,P48153,2024-10-24,35542,Pending,51
C000376,A000376,CL72505,V000376,P43404,2024-05-16,43907,Pending,5
C000377,A000377,CL02569,V000377,P23546,2024-03-18,13285,Rejected,50
C000378,A000378,CL18001,V000378,P28281,2025-01-31,45904,Pending,30
C000379,A000379,CL77811,V000379,P55145,2024-05-02,2337,Approved,54
C000380,A000380,CL04852,V000380,P24221,2023-09-10,18020,Pending,9
C000381,A000381,CL38124,V000381,P83125,2023-03-01,12563,Approved,35
C000382,A000382,CL60447,V000382,P14026,2025-01-14,48724,Approved,47
C000383,A000383,CL51336,V000383,P81903,2023-10-16,41123,Approved,4
C000384,A000384,CL89001,V000384,P77197,2023-08-20,30471,Rejected,5
C000385,A000385,CL84283,V000385,P92648,2023-03-07,23112,Approved,14
C000386,A000386,CL57978,V000386,P73001,2024-02-03,42892,Pending,3
C000387,A000387,CL39450,V000387,P65531,2024-05-12,26315,Rejected,16
C000388,A000388,CL95604,V000388,P25950,2023-07-01,42966,Pending,17
C000389,A000389,CL44170,V000389,P96738,2023-09-16,15971,Rejected,30
C000390,A000390,CL77041,V000390,P62831,2023-07-25,13954,Approved,44
C000391,A000391,CL99676,V000391,P79984,2024-04-20,17804,Pending,27
C000392,A000392,CL99667,V000392,P78882,2024-08-20,24588,Approved,13
C000393,A000393,CL67314,V000393,P60967,2024-09-20,3202,Rejected,3
C000394,A000394,CL79774,V000394,P70121,2025-01-31,3629,Rejected,59
C000395,A000395,CL95779,V000395,P91949,2023-12-21,38487,Pending,6
C000396,A000396,CL24746,V000396,P31835,2025-02-04,36751,Rejected,20
C000397,A000397,CL80897,V000397,P39197,2023-06-16,35097,Pending,52
C000398,A000398,CL49975,V000398,P90394,2023-12-27,10634,Approved,55
C000399,A000399,CL63117,V000399,P30413,2023-10-25,42467,Rejected,15
C000400,A000400,CL19044,V000400,P69974,2023-10-23,11837,Approved,59
C000401,A000401,CL56726,V000401,P61357,2025-02-15,33187,Rejected,29
C000402,A000402,CL89831,V000402,P71003,2023-02-27,41994,Pending,52
C000403,A000403,CL99372,V000403,P38996,2024-12-18,1389,Approved,11
C000404,A000404,CL26274,V000404,P40353,2024-11-06,38330,Pending,51
C000405,A000405,CL63115,V000405,P58159,2024-03-27,19493,Rejected,30
C000406,A000406,CL49318,V000406,P95527,2023-09-03,28912,Rejected,5
C000407,A000407,CL68730,V000407,P67496,2024-09-06,30428,Rejected,51
C000408,A000408,CL17085,V000408,P95873,2024-03-18,12609,Pending,55
C000409,A000409,CL37772,V000409,P40273,2023-06-20,26883,Pending,29
C000410,A000410,CL46880,V000410,P59151,2023-11-22,36333,Rejected,25
C000411,A000411,CL98538,V000411,P51234,2024-04-18,32085,Rejected,9
C000412,A000412,CL59940,V000412,P68127,2023-05-03,37298,Approved,44
C000413,A000413,CL42221,V000413,P93105,2024-06-16,42181,Rejected,39
C000414,A000414,CL14083,V000414,P73684,2024-03-04,22491,Pending,35
C000415,A000415,CL91419,V000415,P40478,2024-10-06,26552,Approved,42
C000416,A000416,CL09727,V000416,P79555,2023-12-14,10255,Pending,52
C000417,A000417,CL02266,V000417,P40081,2023-09-02,14496,Rejected,14
C000418,A000418,CL33603,V000418,P68008,2023-06-04,11503,Pending,40
C000419,A000419,CL56513,V000419,P58743,2023-06-30,26924,Pending,45
C000420,A000420,CL07403,V000420,P97519,2024-07-02,2573,Rejected,50
C000421,A000421,CL75737,V000421,P25246,2023-07-23,24407,Rejected,41
C000422,A000422,CL67088,V000422,P79945,2024-07-21,6513,Approved,5
C000423,A000423,CL99784,V000423,P21921,2023-05-18,47092,Approved,17
C000424,A000424,CL08379,V000424,P29106,2024-05-04,44248,Pending,41
C000425,A000425,CL57900,V000425,P47891,2023-05-18,34512,Rejected,42
C000426,A000426,CL53978,V000426,P43172,2023-04-03,7158,Pending,30
C000427,A000427,CL60615,V000427,P64836,2023-03-09,13253,Rejected,39
C000428,A000428,CL67277,V000428,P13937,2023-12-27,35546,Approved,34
C000429,A000429,CL98425,V000429,P40567,2023-08-06,7513,Rejected,56
C000430,A000430,CL94383,V000430,P24692,2024-12-12,11490,Approved,11
C000431,A000431,CL40467,V000431,P71200,2023-04-18,21447,Pending,5
C000432,A000432,CL62990,V000432,P54251,2024-10-21,27512,Approved,52
C000433,A000433,CL26995,V000433,P18689,2023-10-17,26093,Approved,41
C000434,A000434,CL42342,V000434,P27358,2024-03-19,26853,Rejected,51
C000435,A000435,CL73955,V000435,P23266,2023-12-21,25993,Approved,39
C000436,A000436,CL95731,V000436,P43014,2023-12-10,35419,Approved,30
C000437,A000437,CL61281,V000437,P81749,2024-03-12,2159,Rejected,7
C000438,A000438,CL27325,V000438,P88372,2024-07-22,17598,Approved,3
C000439,A000439,CL86790,V000439,P41132,2023-05-30,22224,Rejected,51
C000440,A000440,CL24079,V000440,P53437,2023-11-13,34300,Approved,18
C000441,A000441,CL77760,V000441,P32101,2024-10-10,40578,Approved,59
C000442,A000442,CL38574,V000442,P46752,2024-09-05,39283,Rejected,1
C000443,A000443,CL84683,V000443,P77650,2025-01-23,29746,Pending,4
C000444,A000444,CL29766,V000444,P27320,2024-09-06,27799,Rejected,59
C000445,A000445,CL84357,V000445,P81194,2023-06-06,37884,Rejected,32
C000446,A000446,CL88583,V000446,P13040,2023-04-24,13649,Rejected,27
C000447,A000447,CL77240,V000447,P42507,2024-01-16,6312,Approved,24
C000448,A000448,CL49229,V000448,P94464,2024-09-04,33854,Rejected,50
C000449,A000449,CL43122,V000449,P78241,2024-02-10,10059,Rejected,57
C000450,A000450,CL11035,V000450,P24457,2024-06-11,13969,Approved,15
C000451,A000451,CL33932,V000451,P46922,2024-02-28,49208,Approved,44
C000452,A000452,CL89240,V000452,P67602,2023-09-28,5079,Approved,56
C000453,A000453,CL22655,V000453,P22916,2023-10-18,45657,Rejected,57
C000454,A000454,CL80271,V000454,P62083,2024-08-25,9060,Rejected,50
C000455,A000455,CL60197,V000455,P98985,2023-05-22,40430,Rejected,27
C000456,A000456,CL90390,V000456,P85065,2024-03-03,23638,Rejected,14
C000457,A000457,CL60297,V000457,P30698,2023-07-21,29268,Approved,2
C000458,A000458,CL58620,V000458,P42159,2024-04-16,19146,Rejected,47
C000459,A000459,CL02082,V000459,P81698,2023-03-13,25568,Rejected,7
C000460,A000460,CL61564,V000460,P89002,2023-08-01,46008,Pending,39
C000461,A000461,CL25647,V000461,P56800,2023-09-28,19644,Pending,36
C000462,A000462,CL23979,V000462,P85318,2024-11-06,2720,Approved,27
C000463,A000463,CL83376,V000463,P60020,2023-04-13,34247,Pending,52
C000464,A000464,CL83909,V000464,P88102,2024-04-24,5233,Rejected,21
C000465,A000465,CL02025,V000465,P81236,2024-04-04,33523,Rejected,25
C000466,A000466,CL49752,V000466,P77581,2024-04-05,44267,Pending,40
C000467,A000467,CL50573,V000467,P95849,2024-07-05,48450,Pending,13
C000468,A000468,CL42733,V000468,P60037,2025-01-31,28483,Rejected,34
C000469,A000469,CL48151,V000469,P89387,2023-05-19,24640,Approved,41
C000470,A000470,CL68432,V000470,P75443,2024-10-17,3080,Approved,41
C000471,A000471,CL44105,V000471,P80203,2024-04-16,10611,Approved,55
C000472,A000472,CL23109,V000472,P64623,2024-12-14,37930,Rejected,34
C000473,A000473,CL35457,V000473,P68002,2025-02-19,7319,Rejected,30
C000474,A000474,CL61549,V000474,P70430,2023-11-29,43378,Rejected,48
C000475,A000475,CL57836,V000475,P63835,2023-11-21,14028,Approved,12
C000476,A000476,CL28930,V000476,P78750,2023-04-07,19535,Approved,15
C000477,A000477,CL55479,V000477,P59463,2024-07-31,6019,Approved,5
C000478,A000478,CL55862,V000478,P29246,2025-02-02,28139,Approved,55
C000479,A000479,CL53995,V000479,P81187,2024-11-08,28527,Rejected,12
C000480,A000480,CL47952,V000480,P13045,2024-08-07,24371,Approved,13
C000481,A000481,CL06396,V000481,P92113,2024-08-08,47631,Rejected,43
C000482,A000482,CL68638,V000482,P63717,2023-08-13,1654,Pending,39
C000483,A000483,CL84551,V000483,P81298,2024-11-11,5621,Rejected,57
C000484,A000484,CL32969,V000484,P22081,2024-02-09,49027,Pending,2
C000485,A000485,CL77450,V000485,P74896,2023-05-18,5396,Pending,49
C000486,A000486,CL61867,V000486,P13547,2024-09-09,26396,Pending,1
C000487,A000487,CL22038,V000487,P55698,2023-09-29,46524,Pending,22
C000488,A000488,CL78540,V000488,P98706,2024-10-16,19476,Rejected,14
C000489,A000489,CL53926,V000489,P62687,2023-05-01,21867,Approved,21
C000490,A000490,CL94327,V000490,P38006,2025-02-24,7772,Pending,41
C000491,A000491,CL13123,V000491,P94808,2024-02-10,12844,Pending,21
C000492,A000492,CL18654,V000492,P15123,2023-05-28,41060,Approved,24
C000493,A000493,CL97191,V000493,P56008,2023-03-18,1698,Rejected,54
C000494,A000494,CL36246,V000494,P52450,2024-05-13,6274,Pending,38
C000495,A000495,CL36209,V000495,P11562,2023-12-08,12712,Approved,22
C000496,A000496,CL19390,V000496,P81128,2024-11-12,16500,Approved,39
C000497,A000497,CL41325,V000497,P39240,2023-08-06,48717,Rejected,9
C000498,A000498,CL77057,V000498,P72710,2023-11-01,8583,Approved,42
C000499,A000499,CL16036,V000499,P88924,2024-12-19,22498,Pending,10
C000500,A000500,CL46486,V000500,P91716,2024-08-06,21553,Approved,50
C000501,A000501,CL04515,V000501,P45015,2024-06-30,27976,Approved,25
C000502,A000502,CL46481,V000502,P76501,2023-12-16,31593,Rejected,43
C000503,A000503,CL02699,V000503,P60011,2024-02-01,34057,Approved,43
C000504,A000504,CL34538,V000504,P55252,2024-03-26,8299,Pending,55
C000505,A000505,CL65524,V000505,P35822,2024-09-12,24240,Approved,40
C000506,A000506,CL40909,V000506,P41817,2023-05-22,8965,Approved,1
C000507,A000507,CL51943,V000507,P24582,2023-12-04,34721,Approved,39
C000508,A000508,CL49259,V000508,P48369,2024-06-21,41347,Rejected,41
C000509,A000509,CL27792,V000509,P23752,2023-12-18,29938,Pending,16
C000510,A000510,CL07090,V000510,P37380,2024-10-01,41955,Pending,46
C000511,A000511,CL60934,V000511,P74247,2024-02-26,41028,Pending,32
C000512,A000512,CL27980,V000512,P21506,2024-10-19,30361,Rejected,8
C000513,A000513,CL11169,V000513,P41667,2024-02-19,25924,Rejected,10
C000514,A000514,CL45601,V000514,P85503,2023-04-30,33730,Approved,13
C000515,A000515,CL81294,V000515,P64863,2024-09-11,2579,Rejected,53
C000516,A000516,CL20958,V000516,P53306,2023-09-27,34154,Approved,18
C000517,A000517,CL14665,V000517,P83937,2023-08-03,41969,Approved,53
C000518,A000518,CL30937,V000518,P71363,2024-04-04,21437,Pending,18
C000519,A000519,CL78101,V000519,P74429,2024-11-05,43798,Pending,32
C000520,A000520,CL45963,V000520,P98652,2024-05-04,36975,Rejected,45
C000521,A000521,CL53623,V000521,P13085,2023-05-08,21631,Approved,4
C000522,A000522,CL36401,V000522,P83252,2024-12-18,15222,Approved,57
C000523,A000523,CL89912,V000523,P16782,2025-01-07,34026,Approved,4
C000524,A000524,CL19403,V000524,P60841,2024-05-09,2830,Pending,15
C000525,A000525,CL34164,V000525,P85448,2024-11-30,42517,Rejected,55
C000526,A000526,CL24817,V000526,P59593,2023-12-18,42069,Rejected,4
C000527,A000527,CL16431,V000527,P20043,2024-06-11,10626,Pending,31
C000528,A000528,CL40709,V000528,P82846,2023-07-27,39107,Approved,46
C000529,A000529,CL94089,V000529,P46255,2023-10-07,32641,Pending,2
C000530,A000530,CL39474,V000530,P69121,2024-01-06,19585,Rejected,22
C000531,A000531,CL93119,V000531,P45875,2025-01-19,8958,Approved,38
C000532,A000532,CL15329,V000532,P39910,2024-06-29,38079,Rejected,6
C000533,A000533,CL78240,V000533,P38133,2024-02-23,35893,Pending,38
C000534,A000534,CL75611,V000534,P67131,2024-05-12,30492,Approved,34
C000535,A000535,CL63197,V000535,P51679,2024-12-20,43871,Approved,9
C000536,A000536,CL18758,V000536,P55760,2024-04-10,5515,Rejected,25
C000537,A000537,CL32746,V000537,P71843,2023-10-07,27121,Approved,27
C000538,A000538,CL29841,V000538,P51867,2024-05-29,9554,Pending,56
C000539,A000539,CL28734,V000539,P26585,2024-02-20,43953,Pending,54
C000540,A000540,CL21444,V000540,P11389,2023-08-03,35937,Approved,6
C000541,A000541,CL08105,V000541,P60435,2024-01-11,41094,Rejected,57
C000542,A000542,CL91874,V000542,P17573,2024-07-19,20421,Approved,17
C000543,A000543,CL42120,V000543,P61229,2023-05-26,29504,Rejected,11
C000544,A000544,CL90429,V000544,P81586,2025-01-05,7419,Approved,59
C000545,A000545,CL25730,V000545,P45205,2024-08-05,34051,Pending,23
C000546,A000546,CL97473,V000546,P57652,2023-12-16,7592,Approved,5
C000547,A000547,CL20319,V000547,P86437,2025-02-10,20307,Pending,12
C000548,A000548,CL73135,V000548,P16137,2023-10-16,33066,Approved,26
C000549,A000549,CL64710,V000549,P60245,2023-06-12,36913,Rejected,31
C000550,A000550,CL82676,V000550,P40725,2024-07-04,12460,Rejected,60
C000551,A000551,CL97523,V000551,P76499,2023-03-16,33688,Rejected,57
C000552,A000552,CL95245,V000552,P38903,2024-04-16,43732,Rejected,59
C000553,A000553,CL06915,V000553,P94111,2024-08-29,23829,Approved,56
C000554,A000554,CL45247,V000554,P17008,2024-02-06,37326,Rejected,13
C000555,A000555,CL41599,V000555,P19919,2023-08-06,28938,Approved,21
C000556,A000556,CL78391,V000556,P88310,2023-07-13,42705,Pending,43
C000557,A000557,CL19687,V000557,P68866,2024-09-30,33451,Approved,41
C000558,A000558,CL33395,V000558,P70193,2024-09-10,36742,Rejected,41
C000559,A000559,CL89361,V000559,P90801,2024-09-29,32857,Rejected,9
C000560,A000560,CL93778,V000560,P96497,2023-08-10,23371,Approved,35
C000561,A000561,CL56087,V000561,P86073,2023-03-23,48336,Approved,55
C000562,A000562,CL08175,V000562,P12843,2023-10-13,38386,Approved,8
C000563,A000563,CL91927,V000563,P20545,2023-10-19,6935,Rejected,9
C000564,A000564,CL61275,V000564,P96332,2023-12-03,10379,Approved,42
C000565,A000565,CL42045,V000565,P33287,2023-04-10,7621,Rejected,5
C000566,A000566,CL03047,V000566,P97800,2023-09-30,46590,Approved,42
C000567,A000567,CL43783,V000567,P35276,2023-10-02,4659,Rejected,33
C000568,A000568,CL30490,V000568,P72990,2023-05-16,4067,Rejected,11
C000569,A000569,CL74403,V000569,P38639,2024-09-28,38464,Pending,34
C000570,A000570,CL55166,V000570,P75557,2024-10-18,27405,Pending,4
C000571,A000571,CL46831,V000571,P18716,2024-12-16,11864,Approved,35
C000572,A000572,CL81863,V000572,P82456,2024-06-26,4306,Pending,30
C000573,A000573,CL22367,V000573,P41766,2024-01-30,3854,Rejected,28
C000574,A000574,CL11410,V000574,P91689,2024-08-07,41243,Rejected,24
C000575,A000575,CL70524,V000575,P80994,2024-08-09,26732,Approved,30
C000576,A000576,CL02410,V000576,P67705,2025-01-02,47624,Pending,57
C000577,A000577,CL76645,V000577,P54935,2023-09-20,7255,Pending,6
C000578,A000578,CL44174,V000578,P66993,2025-01-30,38638,Approved,22
C000579,A000579,CL22062,V000579,P40229,2025-02-09,43151,Approved,44
C000580,A000580,CL67196,V000580,P59082,2024-05-17,20131,Rejected,4
C000581,A000581,CL47643,V000581,P86362,2025-01-24,1410,Rejected,5
C000582,A000582,CL42226,V000582,P88209,2024-11-09,42348,Rejected,6
C000583,A000583,CL33387,V000583,P24057,2024-04-22,15568,Pending,52
C000584,A000584,CL67657,V000584,P40130,2024-10-28,11749,Rejected,40
C000585,A000585,CL33218,V000585,P18695,2025-01-11,11241,Approved,39
C000586,A000586,CL23929,V000586,P78563,2024-03-14,844,Pending,23
C000587,A000587,CL80178,V000587,P28411,2024-06-04,2445,Rejected,3
C000588,A000588,CL71083,V000588,P37455,2024-03-13,44627,Pending,27
C000589,A000589,CL32169,V000589,P26912,2024-10-12,40910,Pending,57
C000590,A000590,CL70667,V000590,P82879,2023-09-13,7973,Approved,2
C000591,A000591,CL28942,V000591,P19834,2024-07-27,43126,Approved,20
C000592,A000592,CL91783,V000592,P21892,2023-03-21,6007,Approved,30
C000593,A000593,CL52259,V000593,P67400,2024-07-23,26162,Rejected,23
C000594,A000594,CL99048,V000594,P91851,2023-05-02,11565,Rejected,27
C000595,A000595,CL96533,V000595,P64219,2025-01-11,43145,Pending,19
C000596,A000596,CL18154,V000596,P25306,2024-08-07,11944,Rejected,58
C000597,A000597,CL96475,V000597,P50802,2024-11-08,11950,Pending,36
C000598,A000598,CL83933,V000598,P94462,2024-03-09,46041,Approved,46
C000599,A000599,CL30158,V000599,P14164,2024-03-16,35786,Pending,13
C000600,A000600,CL46563,V000600,P20920,2025-01-06,34462,Rejected,34
C000601,A000601,CL39791,V000601,P33499,2023-08-21,37820,Approved,23
C000602,A000602,CL48786,V000602,P94058,2023-12-23,17456,Rejected,25
C000603,A000603,CL30449,V000603,P14539,2024-12-18,29699,Pending,36
C000604,A000604,CL27319,V000604,P16844,2025-01-26,22062,Pending,18
C000605,A000605,CL08459,V000605,P50927,2024-01-27,18014,Rejected,51
C000606,A000606,CL70570,V000606,P85440,2024-09-02,44874,Approved,39
C000607,A000607,CL62636,V000607,P54161,2023-09-26,4479,Pending,51
C000608,A000608,CL53148,V000608,P35755,2024-01-16,6937,Pending,44
C000609,A000609,CL80524,V000609,P27202,2024-02-13,12303,Rejected,14
C000610,A000610,CL61477,V000610,P41364,2024-02-14,35956,Rejected,20
C000611,A000611,CL05389,V000611,P24168,2024-04-10,37830,Pending,4
C000612,A000612,CL60522,V000612,P23576,2024-10-28,19318,Rejected,25
C000613,A000613,CL98973,V000613,P34047,2023-07-02,29975,Rejected,18
C000614,A000614,CL13741,V000614,P21110,2024-02-10,36562,Pending,44
C000615,A000615,CL46166,V000615,P66890,2024-01-09,5732,Rejected,1
C000616,A000616,CL31258,V000616,P86419,2023-03-06,46133,Rejected,37
C000617,A000617,CL40651,V000617,P98102,2023-06-09,25427,Approved,13
C000618,A000618,CL06884,V000618,P45932,2023-09-03,47279,Approved,20
C000619,A000619,CL54718,V000619,P78207,2023-05-28,44667,Rejected,7
C000620,A000620,CL59667,V000620,P64572,2024-10-12,22023,Pending,36
C000621,A000621,CL12531,V000621,P72555,2023-07-22,10763,Approved,1
C000622,A000622,CL23708,V000622,P42555,2024-03-16,41074,Pending,59
C000623,A000623,CL24830,V000623,P52337,2023-11-07,44126,Approved,6
C000624,A000624,CL24125,V000624,P76120,2024-08-19,33829,Pending,18
C000625,A000625,CL48861,V000625,P73814,2024-06-07,21598,Rejected,59
C000626,A000626,CL21609,V000626,P36264,2023-03-21,32903,Rejected,1
C000627,A000627,CL50230,V000627,P67708,2023-07-25,26611,Rejected,53
C000628,A000628,CL11267,V000628,P37931,2024-09-27,26852,Rejected,42
C000629,A000629,CL55577,V000629,P13111,2023-09-25,7888,Rejected,31
C000630,A000630,CL16322,V000630,P57424,2024-03-13,49509,Rejected,47
C000631,A000631,CL56853,V000631,P79688,2023-06-28,28936,Pending,56
C000632,A000632,CL46247,V000632,P52758,2024-01-01,5397,Pending,15
C000633,A000633,CL14128,V000633,P22921,2024-03-31,42828,Pending,59
C000634,A000634,CL11348,V000634,P85989,2023-10-17,31296,Rejected,4
C000635,A000635,CL14494,V000635,P43103,2024-06-27,17955,Rejected,15
C000636,A000636,CL96679,V000636,P13833,2024-10-15,28358,Approved,24
C000637,A000637,CL33154,V000637,P23747,2024-05-10,45287,Rejected,13
C000638,A000638,CL13188,V000638,P53524,2024-04-30,39507,Rejected,43
C000639,A000639,CL14793,V000639,P83032,2024-07-22,9301,Pending,30
C000640,A000640,CL93544,V000640,P66294,2024-09-22,32655,Rejected,7
C000641,A000641,CL53800,V000641,P52363,2023-03-21,15031,Approved,38
C000642,A000642,CL18316,V000642,P27140,2024-10-22,23683,Approved,55
C000643,A000643,CL15787,V000643,P38113,2023-06-06,11102,Rejected,13
C000644,A000644,CL31222,V000644,P98100,2024-02-16,41353,Pending,6
C000645,A000645,CL39336,V000645,P53885,2024-12-15,19102,Approved,8
C000646,A000646,CL18241,V000646,P36752,2023-04-04,42844,Pending,49
C000647,A000647,CL88429,V000647,P27357,2024-06-17,22523,Rejected,3
C000648,A000648,CL01300,V000648,P63650,2024-07-09,3544,Pending,34
C000649,A000649,CL02287,V000649,P47856,2023-12-20,16201,Pending,48
C000650,A000650,CL64914,V000650,P33260,2023-09-19,43482,Pending,41
C000651,A000651,CL74802,V000651,P50978,2025-01-11,22674,Rejected,30
C000652,A000652,CL23126,V000652,P56954,2024-10-09,5409,Approved,50
C000653,A000653,CL84258,V000653,P73594,2024-06-07,29720,Approved,33
C000654,A000654,CL06623,V000654,P77011,2025-02-12,28234,Rejected,36
C000655,A000655,CL77315,V000655,P98524,2024-03-24,28261,Pending,50
C000656,A000656,CL82080,V000656,P32497,2024-06-06,15668,Pending,51
C000657,A000657,CL99484,V000657,P28254,2025-02-24,29768,Pending,30
C000658,A000658,CL73594,V000658,P15443,2024-02-16,39424,Rejected,58
C000659,A000659,CL28742,V000659,P40109,2023-07-27,41213,Pending,55
C000660,A000660,CL03035,V000660,P89180,2024-04-30,48127,Pending,6
C000661,A000661,CL23108,V000661,P95472,2024-04-21,14885,Pending,48
C000662,A000662,CL38940,V000662,P36935,2024-06-28,1345,Approved,2
C000663,A000663,CL24665,V000663,P55151,2024-04-22,45972,Pending,25
C000664,A000664,CL98160,V000664,P69562,2023-04-16,1339,Pending,27
C000665,A000665,CL82494,V000665,P42602,2024-04-05,35070,Rejected,60
C000666,A000666,CL43696,V000666,P28894,2024-07-31,26133,Approved,15
C000667,A000667,CL02134,V000667,P79350,2024-01-30,18661,Approved,4
